Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,EmployeeNumber,EmployeeCount,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,No,Non-Travel,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,0,1015,1,Y,Yes,13,80,6,0,3,5,4,1,4
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,3,1016,1,Y,No,12,80,20,4,2,4,3,0,3
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,8,1017,1,Y,No,16,80,10,1,2,1,0,0,0
45,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,9,1018,1,Y,No,14,80,12,3,3,10,9,9,8
40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,2,1019,1,Y,Yes,22,80,6,2,2,4,3,0,2
29,Yes,Travel_Rarely,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,1,1022,1,Y,Yes,11,80,7,4,2,7,7,0,7
29,No,Travel_Rarely,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,0,1024,1,Y,No,17,80,4,2,3,3,2,2,2
30,No,Travel_Rarely,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,1,1025,1,Y,No,13,80,10,2,3,10,9,1,2
27,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,1,1026,1,Y,No,18,80,8,3,3,8,7,0,7
37,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,7,1027,1,Y,No,16,80,8,2,2,6,2,0,4
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,0,1028,1,Y,Yes,14,80,12,3,3,11,10,2,9
31,No,Travel_Rarely,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,1,1029,1,Y,Yes,14,80,11,2,2,11,9,4,10
29,No,Travel_Rarely,Sales,,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,1,1030,1,Y,Yes,14,80,7,2,3,7,7,1,7
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,0,1032,1,Y,No,13,80,17,5,3,16,6,0,13
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,1,1033,1,Y,No,12,80,4,2,2,4,2,0,2
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6,1034,1,Y,Yes,15,80,8,3,3,5,4,1,2
47,No,Travel_Frequently,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,3,1035,1,Y,No,19,80,5,3,3,0,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,2,1036,1,Y,No,14,80,16,2,3,1,0,0,0
29,No,Non-Travel,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,1,1037,1,Y,No,14,80,4,3,2,4,3,0,2
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,0,1038,1,Y,Yes,11,80,4,5,3,3,2,1,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,1,1039,1,Y,No,13,80,8,4,3,8,0,0,7
48,No,Travel_Rarely,Sales,29,1,Medical,1,Female,91,3,3,Manager,,Married,3,1040,1,Y,No,21,80,15,3,1,0,0,0,0
37,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,4,1042,1,Y,,13,80,13,2,3,7,7,6,7
30,No,Non-Travel,Sales,25,,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,7,1043,1,Y,Yes,12,80,4,2,4,2,2,2,2
26,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,1,1044,1,Y,No,17,80,8,3,3,8,7,7,7
42,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,3,1045,1,Y,No,23,,14,6,3,1,0,0,0
21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,1,1046,1,Y,Yes,11,80,3,3,3,3,2,1,2
36,No,Non-Travel,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,4,1047,1,Y,No,15,80,7,6,3,1,0,0,0
36,No,Travel_Frequently,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,4,1048,1,Y,No,11,80,16,2,3,13,9,1,12
57,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,2,1049,1,Y,No,11,80,15,2,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,3,1050,1,Y,Yes,13,80,10,3,3,7,7,1,7
21,No,Non-Travel,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,1,1052,1,Y,No,24,80,3,3,2,3,2,2,2
33,Yes,Travel_Rarely,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,1,1053,1,Y,Yes,13,80,1,2,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,6,1055,1,Y,No,20,80,17,3,3,5,4,0,3
46,No,Non-Travel,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,2,1056,1,Y,No,14,80,7,2,4,1,0,0,0
41,Yes,Travel_Frequently,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,1,1060,1,Y,No,18,80,8,5,3,8,7,7,7
50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,6,1061,1,Y,No,15,80,20,2,3,4,3,1,3
40,Yes,Travel_Rarely,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,2,1062,1,Y,Yes,12,80,8,6,3,6,4,1,0
31,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,0,1066,1,Y,Yes,16,80,3,5,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,1,1068,1,Y,No,15,80,1,0,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,9,1069,1,Y,No,16,80,6,4,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,9,1070,1,Y,No,19,80,10,5,3,1,1,0,0
27,No,Travel_Rarely,Research & Development,,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,1,1071,1,Y,No,11,80,5,2,3,5,2,0,4
28,No,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,1,1073,1,Y,No,16,80,7,1,3,7,5,0,7
49,No,,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,8,1074,1,Y,No,24,80,26,2,3,5,2,0,0
51,No,Travel_Rarely,Sales,14,2,Life Sciences,,Female,87,3,2,Sales Executive,4,Married,4,1076,1,Y,No,11,80,18,2,2,7,7,0,7
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,4,1077,1,Y,No,13,80,6,3,3,2,2,2,2
34,Yes,Non-Travel,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,8,1079,1,Y,Yes,13,80,9,3,2,5,2,0,4
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,2,1080,1,Y,Yes,13,80,30,2,3,5,4,1,2
24,No,Travel_Rarely,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,1,1081,1,Y,Yes,12,80,5,2,4,5,2,0,3
30,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,1,1082,1,Y,No,18,80,1,3,3,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,0,1083,1,Y,No,22,80,7,2,3,6,4,0,4
22,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,1,1084,1,Y,No,13,80,2,1,3,2,1,1,2
36,No,Travel_Rarely,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,,1085,1,Y,No,13,80,10,2,3,10,9,9,0
30,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,,3,1,Research Scientist,4,Single,9,1088,1,Y,Yes,23,80,3,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,1,1092,1,Y,No,12,80,18,2,2,18,7,12,17
40,No,Travel_Rarely,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,7,1094,1,Y,No,12,80,8,5,3,5,4,1,3
42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,,3,1,Laboratory Technician,1,Divorced,3,1096,1,Y,No,16,80,8,5,3,5,2,1,2
37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,2,1097,1,Y,Yes,12,80,18,2,2,1,0,0,1
43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,1,1098,1,Y,No,11,80,25,3,3,25,10,3,
40,No,Travel_Rarely,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,6,1099,1,Y,No,22,80,20,3,3,1,0,0,0
54,No,Travel_Rarely,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,4,1100,1,Y,No,11,80,24,4,2,4,,1,2
34,No,Non-Travel,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,9,1101,1,Y,No,15,80,,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,1,1102,1,Y,No,12,80,13,5,1,13,10,3,12
43,No,Travel_Frequently,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,7,1103,1,Y,No,20,80,8,1,3,3,2,1,2
43,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4,1105,1,Y,Yes,14,80,8,3,3,5,2,0,2
25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,1,1106,1,Y,Yes,11,80,5,3,3,5,4,1,3
37,No,Non-Travel,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,3,1107,1,Y,Yes,15,80,15,2,3,13,11,10,7
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,1,1108,1,Y,No,12,80,4,3,3,4,2,3,2
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,4,1109,1,Y,Yes,20,80,5,0,3,2,2,2,2
42,No,Travel_Rarely,,2,2,Medical,4,Male,35,3,4,Manager,1,Married,0,1111,1,Y,No,17,80,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,1,1113,1,Y,No,15,80,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,3,1114,1,Y,Yes,14,80,5,4,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,30,3,2,,2,Married,0,1115,1,Y,No,17,80,4,3,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,3,1116,1,Y,No,17,80,6,2,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,2,1117,1,Y,No,22,80,27,3,2,5,4,2,1
45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,,2,2,Sales Executive,3,Married,1,1118,1,Y,No,13,80,15,2,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,7,1119,1,Y,No,19,80,18,4,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,0,1120,1,Y,Yes,14,80,9,2,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,4,1121,1,Y,No,22,80,11,1,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,0,1124,1,Y,No,17,80,10,3,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,3,1125,1,Y,No,12,80,23,3,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,2,,4,Male,32,3,3,Sales Executive,2,Single,7,1126,1,Y,No,16,80,10,2,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,8,1127,1,Y,No,11,80,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,7,1128,1,Y,No,11,80,21,4,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,,3,Medical,3,Male,44,2,5,Research Director,3,Single,1,1131,1,Y,No,14,80,21,2,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,1,1132,1,Y,Yes,11,80,2,6,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,3,,70,3,2,,2,Single,9,1133,1,Y,No,15,80,9,2,2,5,4,0,3
36,No,Non-Travel,,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,2,1135,1,Y,No,20,80,18,0,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,0,1136,1,Y,No,12,80,3,4,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,0,1137,1,Y,No,17,80,6,2,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,1,1138,1,Y,No,11,80,5,3,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,6,1140,1,Y,No,17,80,22,3,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,2,1143,1,Y,No,11,80,5,3,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,,0,1148,1,Y,No,14,80,8,2,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4,1150,1,Y,No,19,80,16,3,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,1,1152,1,Y,Yes,15,80,10,2,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,1,1154,1,Y,No,13,80,7,2,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,39,20,1,Research Scientist,3,Divorced,1,1156,1,Y,Yes,14,80,3,2,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1,1157,1,Y,No,12,80,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,,77,3,2,,1,Single,0,1158,1,Y,Yes,17,80,6,3,3,5,2,0,3
41,No,Travel_Rarely,,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,3,1160,1,Y,Yes,11,80,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,1,1161,1,Y,No,12,80,2,5,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,7,1162,1,Y,No,13,80,9,2,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,1,1163,1,Y,No,13,80,4,0,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,1,1164,1,Y,No,20,80,6,3,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,,100,3,1,Human Resources,3,Single,1,1165,1,Y,No,17,80,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,1,1166,1,Y,No,13,80,11,3,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,88,3,3,,3,Single,9,1167,1,Y,No,17,80,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,0,1171,1,Y,Yes,12,80,22,2,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,7,1172,1,Y,No,13,80,9,3,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,6,1173,1,Y,No,12,80,10,2,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,8,1175,1,Y,No,22,80,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,1,1177,1,Y,Yes,11,80,1,4,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,1,1179,1,Y,No,22,80,8,2,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,1,1180,1,Y,No,18,80,10,3,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,3,1182,1,Y,Yes,13,80,16,3,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,2,1184,1,Y,No,18,80,15,2,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,0,1185,1,Y,No,20,80,14,3,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,1,1188,1,Y,No,13,80,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,,1,Female,85,1,2,Sales Executive,3,Single,8,1190,1,Y,No,13,80,7,2,2,4,3,1,3
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,1,1191,1,Y,No,12,80,1,3,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,4,1192,1,Y,No,13,80,28,2,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,1,1193,1,Y,No,13,80,10,5,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,1,1195,1,Y,No,25,80,1,4,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4,1196,1,Y,Yes,19,80,7,2,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,1,1198,1,Y,No,13,80,14,2,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,1,1200,1,Y,No,12,80,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,1,1201,1,Y,Yes,11,80,6,4,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,3,1202,1,Y,No,18,80,26,6,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,0,1203,1,Y,Yes,18,80,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,0,1204,1,Y,Yes,11,80,1,5,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,8,1206,1,Y,No,23,80,28,2,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2,1207,1,Y,No,13,80,6,3,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,1,1210,1,Y,No,13,80,5,2,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,6,1211,1,Y,No,17,80,5,2,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,8,1212,1,Y,No,19,80,8,3,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,5,1215,1,Y,No,12,80,5,2,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,2,1216,1,Y,No,22,80,32,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,1,1217,1,Y,No,12,80,6,2,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,5,1218,1,Y,No,11,80,25,2,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,3,1219,1,Y,Yes,15,80,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,1,1220,1,Y,No,13,80,1,3,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,1,1221,1,Y,No,12,80,10,3,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,1,1224,1,Y,No,14,80,7,4,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,1,1225,1,Y,No,13,80,10,4,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,1,1226,1,Y,No,25,80,20,3,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,1,1228,1,Y,No,17,80,2,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,2,1231,1,Y,No,11,80,12,3,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,7,1233,1,Y,No,16,80,10,3,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,4,,2,Male,52,4,2,Sales Executive,4,Divorced,0,1234,1,Y,Yes,18,80,12,3,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,1,1235,1,Y,No,20,80,2,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4,1237,1,Y,Yes,14,80,10,2,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,2,1238,1,Y,Yes,21,80,17,2,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,0,1239,1,Y,No,13,80,15,5,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,,84,2,2,Sales Executive,2,Divorced,7,1240,1,Y,No,12,80,7,2,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,0,1241,1,Y,No,14,80,5,4,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,0,1242,1,Y,Yes,21,80,12,2,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,3,1243,1,Y,Yes,17,80,20,6,3,1,0,0,0
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,78,2,3,,4,Married,4,1244,1,Y,Yes,11,80,16,6,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,1,1245,1,Y,,14,80,9,3,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,7,1246,1,Y,No,17,80,33,2,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,,1,1248,1,Y,No,13,80,10,5,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1,1249,1,Y,Yes,25,80,1,2,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,1,1250,1,Y,No,15,80,3,5,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,3,,4,Male,85,3,4,Research Director,4,Married,3,1251,1,Y,No,14,80,36,2,3,10,9,,9
31,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,1,1252,1,Y,Yes,12,80,,2,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,1,1254,1,Y,No,19,80,10,2,3,10,9,1,8
